Cluster,Population,MeanRMSD,currentEnergy min,currentEnergy 5-percentile,currentEnergy 25-percentile,currentEnergy mean,currentEnergy 75-percentile,currentEnergy 95-percentile,currentEnergy max,currentEnergy standard deviation,Binding Energy min,Binding Energy 5-percentile,Binding Energy 25-percentile,Binding Energy mean,Binding Energy 75-percentile,Binding Energy 95-percentile,Binding Energy max,Binding Energy standard deviation,sasaLig min,sasaLig 5-percentile,sasaLig 25-percentile,sasaLig mean,sasaLig 75-percentile,sasaLig 95-percentile,sasaLig max,sasaLig standard deviation,Selected labels
161,0.0004985044865403788,0.0,-9866.59,-9866.59,-9866.59,-9866.59,-9866.59,-9866.59,-9866.59,0.0,-20.0527,-20.0527,-20.0527,-20.0527,-20.0527,-20.0527,-20.0527,0.0,0.154612,0.154612,0.154612,0.154612,0.154612,0.154612,0.154612,0.0,-
136,0.0004985044865403788,0.0,-9868.08,-9868.08,-9868.08,-9868.08,-9868.08,-9868.08,-9868.08,0.0,-26.257,-26.257,-26.257,-26.257,-26.257,-26.257,-26.257,0.0,0.113316,0.113316,0.113316,0.113316,0.113316,0.113316,0.113316,0.0,-
52,0.0009970089730807576,0.5065242837219159,-9877.87,-9877.7155,-9877.0975,-9876.325,-9875.552500000002,-9874.934500000001,-9874.78,1.5450000000000728,-28.1506,-28.07585,-27.77685,-27.403100000000002,-27.02935,-26.73035,-26.6556,0.7475000000000005,0.131315,0.1317283,0.1333815,0.135448,0.1375145,0.1391677,0.139581,0.004133000000000012,-
160,0.0004985044865403788,0.0,-9884.64,-9884.64,-9884.64,-9884.64,-9884.64,-9884.64,-9884.64,0.0,-32.2536,-32.2536,-32.2536,-32.2536,-32.2536,-32.2536,-32.2536,0.0,0.181588,0.181588,0.181588,0.181588,0.181588,0.181588,0.181588,0.0,-
156,0.0004985044865403788,0.0,-9866.54,-9866.54,-9866.54,-9866.54,-9866.54,-9866.54,-9866.54,0.0,-33.5324,-33.5324,-33.5324,-33.5324,-33.5324,-33.5324,-33.5324,0.0,0.196065,0.196065,0.196065,0.196065,0.196065,0.196065,0.196065,0.0,-
105,0.0004985044865403788,0.0,-9863.79,-9863.79,-9863.79,-9863.79,-9863.79,-9863.79,-9863.79,0.0,-28.7004,-28.7004,-28.7004,-28.7004,-28.7004,-28.7004,-28.7004,0.0,0.124292,0.124292,0.124292,0.124292,0.124292,0.124292,0.124292,0.0,-
91,0.0004985044865403788,0.0,-9864.6,-9864.6,-9864.6,-9864.6,-9864.6,-9864.6,-9864.6,0.0,-14.1029,-14.1029,-14.1029,-14.1029,-14.1029,-14.1029,-14.1029,0.0,0.286016,0.286016,0.286016,0.286016,0.286016,0.286016,0.286016,0.0,-
87,0.0004985044865403788,0.0,-9867.72,-9867.72,-9867.72,-9867.72,-9867.72,-9867.72,-9867.72,0.0,-19.7144,-19.7144,-19.7144,-19.7144,-19.7144,-19.7144,-19.7144,0.0,0.204247,0.204247,0.204247,0.204247,0.204247,0.204247,0.204247,0.0,-
149,0.0009970089730807576,0.7316951551021779,-9881.83,-9881.255,-9878.955,-9876.08,-9873.205,-9870.905,-9870.33,5.75,-14.3322,-14.18426,-13.592500000000001,-12.8528,-12.1131,-11.52134,-11.3734,1.4794,0.211011,0.2142455,0.22718349999999998,0.243356,0.2595285,0.27246649999999994,0.275701,0.032344999999999985,-
106,0.0004985044865403788,0.0,-9878.39,-9878.39,-9878.39,-9878.39,-9878.39,-9878.39,-9878.39,0.0,-32.7641,-32.7641,-32.7641,-32.7641,-32.7641,-32.7641,-32.7641,0.0,0.167884,0.167884,0.167884,0.167884,0.167884,0.167884,0.167884,0.0,-
