Step,numberOfAcceptedPeleSteps,currentEnergy,sasaLig,epoch,trajectory,Cluster
37,37,-24.6007,0.997305,,output/trajectory_36.pdb,-
38,38,-24.5558,0.998139,,output/trajectory_36.pdb,-
39,39,-24.5546,0.998911,,output/trajectory_36.pdb,-
40,40,-24.6023,0.998051,,output/trajectory_36.pdb,-
41,41,-24.6055,0.99817,,output/trajectory_36.pdb,-
42,42,-24.5803,0.998495,,output/trajectory_36.pdb,-
43,43,-24.5747,0.998495,,output/trajectory_36.pdb,-
44,44,-24.5582,0.996949,,output/trajectory_36.pdb,-
45,45,-24.5781,0.996456,,output/trajectory_36.pdb,-
46,46,-24.5601,0.997286,,output/trajectory_36.pdb,-
47,47,-24.6644,0.99471,,output/trajectory_36.pdb,0
48,48,-24.6611,0.994509,,output/trajectory_36.pdb,0
49,49,-24.6817,0.994822,,output/trajectory_36.pdb,0
50,50,-24.6908,0.995699,,output/trajectory_36.pdb,0
51,51,-24.6938,0.994044,,output/trajectory_36.pdb,0
52,52,-24.6778,0.993357,,output/trajectory_36.pdb,0
53,53,-24.7372,0.993984,,output/trajectory_36.pdb,0
54,54,-24.7362,0.993984,,output/trajectory_36.pdb,0
55,55,-24.6936,0.992468,,output/trajectory_36.pdb,0
56,56,-24.5943,0.994249,,output/trajectory_36.pdb,-
57,57,-24.7498,0.995138,,output/trajectory_36.pdb,0
58,58,-24.6869,0.997785,,output/trajectory_36.pdb,0
59,59,-24.7783,0.995809,,output/trajectory_36.pdb,0
61,60,-24.6413,0.998972,,output/trajectory_36.pdb,0
62,61,-24.6606,0.998972,,output/trajectory_36.pdb,0
63,62,-24.6643,0.998674,,output/trajectory_36.pdb,0
64,63,-24.6888,0.998037,,output/trajectory_36.pdb,0
65,64,-24.6296,0.997664,,output/trajectory_36.pdb,0
66,65,-24.7022,0.995729,,output/trajectory_36.pdb,0
67,66,-24.6778,0.995297,,output/trajectory_36.pdb,0
68,67,-24.6794,0.994972,,output/trajectory_36.pdb,0
69,68,-24.7049,0.995775,,output/trajectory_36.pdb,0
70,69,-24.6609,0.996039,,output/trajectory_36.pdb,0
71,70,-24.6944,0.995621,,output/trajectory_36.pdb,0
72,71,-24.6881,0.995468,,output/trajectory_36.pdb,0
73,72,-24.6785,0.995468,,output/trajectory_36.pdb,0
74,73,-24.6785,0.995468,,output/trajectory_36.pdb,0
75,74,-24.7168,0.994044,,output/trajectory_36.pdb,0
76,75,-24.6538,0.996417,,output/trajectory_36.pdb,0
77,76,-24.6867,0.995561,,output/trajectory_36.pdb,0
78,77,-24.6783,0.995886,,output/trajectory_36.pdb,0
79,78,-24.6784,0.995886,,output/trajectory_36.pdb,0
80,79,-24.7167,0.99443,,output/trajectory_36.pdb,0
81,80,-24.7132,0.993791,,output/trajectory_36.pdb,0
82,81,-24.7512,0.992397,,output/trajectory_36.pdb,0
83,82,-24.7259,0.993791,,output/trajectory_36.pdb,0
84,83,-24.7088,0.994867,,output/trajectory_36.pdb,0
85,84,-24.6899,0.994909,,output/trajectory_36.pdb,0
86,85,-24.7278,0.99239,,output/trajectory_36.pdb,0
87,86,-24.7376,0.99386,,output/trajectory_36.pdb,0
88,87,-24.7039,0.996276,,output/trajectory_36.pdb,0
89,88,-24.6448,0.99348,,output/trajectory_36.pdb,0
90,89,-24.7711,0.995739,,output/trajectory_36.pdb,0
91,90,-24.7284,0.995561,,output/trajectory_36.pdb,0
92,91,-24.671,0.995822,,output/trajectory_36.pdb,0
93,92,-24.6807,0.995822,,output/trajectory_36.pdb,0
94,93,-24.6736,0.996266,,output/trajectory_36.pdb,0
95,94,-24.7462,0.99472,,output/trajectory_36.pdb,0
96,95,-24.7462,0.996679,,output/trajectory_36.pdb,0
97,96,-24.797,0.995059,,output/trajectory_36.pdb,0
98,97,-24.7955,0.995221,,output/trajectory_36.pdb,0
99,98,-24.7788,0.996294,,output/trajectory_36.pdb,0
100,99,-24.6579,0.994653,,output/trajectory_36.pdb,0
0,0,-19.0793,1.0,,output/trajectory_37.pdb,-
1,1,-24.8334,0.997581,,output/trajectory_37.pdb,0
2,2,-24.8778,0.995856,,output/trajectory_37.pdb,0
3,3,-24.8554,0.998974,,output/trajectory_37.pdb,0
4,4,-24.8753,0.997743,,output/trajectory_37.pdb,0
5,5,-24.7476,0.997658,,output/trajectory_37.pdb,0
6,6,-24.6224,0.9985,,output/trajectory_37.pdb,0
7,7,-24.6468,0.998593,,output/trajectory_37.pdb,0
8,8,-24.6306,0.998873,,output/trajectory_37.pdb,0
9,9,-24.6414,0.997915,,output/trajectory_37.pdb,0
10,10,-24.6781,0.996848,,output/trajectory_37.pdb,0
11,11,-24.683,0.996523,,output/trajectory_37.pdb,0
12,12,-24.8379,0.991518,,output/trajectory_37.pdb,0
13,13,-24.7208,0.995409,,output/trajectory_37.pdb,0
14,14,-24.6865,0.995441,,output/trajectory_37.pdb,0
15,15,-24.7173,0.995624,,output/trajectory_37.pdb,0
16,16,-24.7265,0.994624,,output/trajectory_37.pdb,0
17,17,-24.7459,0.995885,,output/trajectory_37.pdb,0
18,18,-24.7108,0.995885,,output/trajectory_37.pdb,0
19,19,-24.7109,0.995885,,output/trajectory_37.pdb,0
20,20,-24.8823,0.994735,,output/trajectory_37.pdb,0
21,21,-24.8326,0.994938,,output/trajectory_37.pdb,0
22,22,-24.8793,0.99358,,output/trajectory_37.pdb,0
23,23,-24.8735,0.991621,,output/trajectory_37.pdb,0
24,24,-24.8838,0.991621,,output/trajectory_37.pdb,0
25,25,-24.6533,0.998452,,output/trajectory_37.pdb,0
26,26,-24.5991,0.999509,,output/trajectory_37.pdb,-
27,27,-24.6633,0.998846,,output/trajectory_37.pdb,0
28,28,-24.7168,0.996757,,output/trajectory_37.pdb,0
29,29,-24.665,0.997747,,output/trajectory_37.pdb,0
30,30,-24.6663,0.997544,,output/trajectory_37.pdb,0
31,31,-24.656,0.998684,,output/trajectory_37.pdb,0
32,32,-24.602,0.998009,,output/trajectory_37.pdb,-
33,33,-24.6138,0.999267,,output/trajectory_37.pdb,-
34,34,-24.6496,0.997942,,output/trajectory_37.pdb,0
35,35,-24.6299,0.998311,,output/trajectory_37.pdb,0
36,36,-24.6323,0.998205,,output/trajectory_37.pdb,0
37,37,-24.6974,0.99783,,output/trajectory_37.pdb,0
38,38,-24.6915,0.996708,,output/trajectory_37.pdb,0
39,39,-24.7048,0.996756,,output/trajectory_37.pdb,0
40,40,-24.7223,0.998503,,output/trajectory_37.pdb,0
41,41,-24.7132,0.998503,,output/trajectory_37.pdb,0
42,42,-24.7223,0.998503,,output/trajectory_37.pdb,0
43,43,-24.5995,0.998209,,output/trajectory_37.pdb,-
44,44,-24.6345,0.996083,,output/trajectory_37.pdb,0
45,45,-24.6855,0.999331,,output/trajectory_37.pdb,0
46,46,-24.6593,0.998714,,output/trajectory_37.pdb,0
47,47,-24.6791,0.9984,,output/trajectory_37.pdb,0
48,48,-24.7618,0.998004,,output/trajectory_37.pdb,0
49,49,-24.6911,0.998313,,output/trajectory_37.pdb,0
50,50,-24.7018,0.998313,,output/trajectory_37.pdb,0
51,51,-24.6523,0.997687,,output/trajectory_37.pdb,0
52,52,-24.6003,0.996292,,output/trajectory_37.pdb,-
53,53,-24.5758,0.997082,,output/trajectory_37.pdb,-
54,54,-24.605,0.996622,,output/trajectory_37.pdb,-
55,55,-24.6703,0.99464,,output/trajectory_37.pdb,0
56,56,-24.7979,0.995707,,output/trajectory_37.pdb,0
57,57,-24.7028,0.997726,,output/trajectory_37.pdb,0
58,58,-24.7861,0.997596,,output/trajectory_37.pdb,0
59,59,-24.8189,0.997327,,output/trajectory_37.pdb,0
60,60,-24.8553,0.994478,,output/trajectory_37.pdb,0
61,61,-24.8622,0.995188,,output/trajectory_37.pdb,0
62,62,-24.8831,0.996236,,output/trajectory_37.pdb,0
63,63,-24.8309,0.996889,,output/trajectory_37.pdb,0
64,64,-24.8388,0.996445,,output/trajectory_37.pdb,0
65,65,-24.806,0.997326,,output/trajectory_37.pdb,0
66,66,-24.8388,0.99628,,output/trajectory_37.pdb,0
67,67,-24.8082,0.995673,,output/trajectory_37.pdb,0
68,68,-24.8165,0.992867,,output/trajectory_37.pdb,0
69,69,-24.8635,0.993239,,output/trajectory_37.pdb,0
71,70,-24.8212,0.993878,,output/trajectory_37.pdb,0
72,71,-24.7403,0.997859,,output/trajectory_37.pdb,0
73,72,-24.6045,1.00022,,output/trajectory_37.pdb,-
74,73,-24.5842,1.00026,,output/trajectory_37.pdb,-
75,74,-24.6086,0.998982,,output/trajectory_37.pdb,-
76,75,-24.5769,1.00138,,output/trajectory_37.pdb,-
77,76,-24.5407,1.00167,,output/trajectory_37.pdb,-
78,77,-24.5307,0.999771,,output/trajectory_37.pdb,-
79,78,-24.5057,1.00142,,output/trajectory_37.pdb,-
80,79,-24.4788,1.00096,,output/trajectory_37.pdb,-
81,80,-24.4961,1.00085,,output/trajectory_37.pdb,-
82,81,-24.5303,1.00318,,output/trajectory_37.pdb,-
83,82,-24.5163,1.00311,,output/trajectory_37.pdb,-
84,83,-24.3187,1.00255,,output/trajectory_37.pdb,-
85,84,-24.4311,1.00221,,output/trajectory_37.pdb,-
86,85,-24.4476,1.00209,,output/trajectory_37.pdb,-
87,86,-24.4551,1.00225,,output/trajectory_37.pdb,-
88,87,-24.4038,1.00068,,output/trajectory_37.pdb,-
89,88,-24.489,1.0026,,output/trajectory_37.pdb,-
90,89,-24.4852,1.00222,,output/trajectory_37.pdb,-
91,90,-24.5656,1.00091,,output/trajectory_37.pdb,-
92,91,-24.5332,0.999608,,output/trajectory_37.pdb,-
93,92,-24.5345,1.00017,,output/trajectory_37.pdb,-
94,93,-24.4934,0.998983,,output/trajectory_37.pdb,-
95,94,-24.5283,1.0002,,output/trajectory_37.pdb,-
96,95,-24.5238,1.00083,,output/trajectory_37.pdb,-
97,96,-24.4746,1.00266,,output/trajectory_37.pdb,-
98,97,-24.5047,1.00456,,output/trajectory_37.pdb,-
99,98,-24.5039,1.00363,,output/trajectory_37.pdb,-
100,99,-24.3581,1.00366,,output/trajectory_37.pdb,-
0,0,-19.0793,1.0,,output/trajectory_38.pdb,-
1,1,-24.5822,1.00049,,output/trajectory_38.pdb,-
2,2,-24.6933,0.997949,,output/trajectory_38.pdb,0
3,3,-24.7252,0.998085,,output/trajectory_38.pdb,0
4,4,-24.7289,0.997246,,output/trajectory_38.pdb,0
5,5,-24.706,0.998403,,output/trajectory_38.pdb,0
6,6,-24.7069,0.998403,,output/trajectory_38.pdb,0
7,7,-24.7248,0.995622,,output/trajectory_38.pdb,0
8,8,-24.6718,0.996604,,output/trajectory_38.pdb,0
9,9,-24.7238,0.99758,,output/trajectory_38.pdb,0
10,10,-24.6182,0.999635,,output/trajectory_38.pdb,0
11,11,-24.5628,0.998893,,output/trajectory_38.pdb,-
12,12,-24.5917,0.998034,,output/trajectory_38.pdb,-
13,13,-24.5889,0.998893,,output/trajectory_38.pdb,-
14,14,-24.4791,1.00085,,output/trajectory_38.pdb,-
15,15,-24.5907,0.998664,,output/trajectory_38.pdb,-
16,16,-24.5467,0.998573,,output/trajectory_38.pdb,-
17,17,-24.6172,0.997851,,output/trajectory_38.pdb,0
18,18,-24.6079,0.994553,,output/trajectory_38.pdb,-
19,19,-24.7182,0.994185,,output/trajectory_38.pdb,0
20,20,-24.6849,0.995022,,output/trajectory_38.pdb,0
21,21,-24.6332,0.997332,,output/trajectory_38.pdb,0
22,22,-24.5616,0.999877,,output/trajectory_38.pdb,-
23,23,-24.7512,0.992564,,output/trajectory_38.pdb,0
24,24,-24.7316,0.994226,,output/trajectory_38.pdb,0
25,25,-24.7473,0.99495,,output/trajectory_38.pdb,0
26,26,-24.7451,0.994672,,output/trajectory_38.pdb,0
27,27,-24.7453,0.994672,,output/trajectory_38.pdb,0
28,28,-24.7453,0.994672,,output/trajectory_38.pdb,0
29,29,-24.6867,0.995689,,output/trajectory_38.pdb,0
30,30,-24.689,0.995256,,output/trajectory_38.pdb,0
31,31,-24.6945,0.994993,,output/trajectory_38.pdb,0
32,32,-24.6992,0.994952,,output/trajectory_38.pdb,0
33,33,-24.6838,0.996098,,output/trajectory_38.pdb,0
34,34,-24.7101,0.997341,,output/trajectory_38.pdb,0
35,35,-24.7012,0.99571,,output/trajectory_38.pdb,0
36,36,-24.6846,0.99551,,output/trajectory_38.pdb,0
37,37,-24.6997,0.996165,,output/trajectory_38.pdb,0
38,38,-24.6996,0.996165,,output/trajectory_38.pdb,0
39,39,-24.6996,0.996165,,output/trajectory_38.pdb,0
40,40,-24.7092,0.995039,,output/trajectory_38.pdb,0
41,41,-24.6522,0.9963,,output/trajectory_38.pdb,0
42,42,-24.6686,0.996154,,output/trajectory_38.pdb,0
43,43,-24.6723,0.995132,,output/trajectory_38.pdb,0
44,44,-24.6814,0.99518,,output/trajectory_38.pdb,0
45,45,-24.6814,0.99518,,output/trajectory_38.pdb,0
46,46,-24.6814,0.99518,,output/trajectory_38.pdb,0
47,47,-24.6621,0.994593,,output/trajectory_38.pdb,0
48,48,-24.6671,0.994149,,output/trajectory_38.pdb,0
49,49,-24.6626,0.994772,,output/trajectory_38.pdb,0
50,50,-24.6441,0.993313,,output/trajectory_38.pdb,0
51,51,-24.6198,0.993814,,output/trajectory_38.pdb,0
52,52,-24.6702,0.99416,,output/trajectory_38.pdb,0
53,53,-24.6331,0.993372,,output/trajectory_38.pdb,0
54,54,-24.6592,0.993652,,output/trajectory_38.pdb,0
55,55,-24.624,0.993652,,output/trajectory_38.pdb,0
56,56,-24.6241,0.993652,,output/trajectory_38.pdb,0
57,57,-24.6241,0.993652,,output/trajectory_38.pdb,0
58,58,-24.6348,0.9923,,output/trajectory_38.pdb,0
59,59,-24.7004,0.990888,,output/trajectory_38.pdb,0
60,60,-24.6925,0.992685,,output/trajectory_38.pdb,0
61,61,-24.686,0.99203,,output/trajectory_38.pdb,0
62,62,-24.6896,0.993862,,output/trajectory_38.pdb,0
63,63,-24.6855,0.993739,,output/trajectory_38.pdb,0
64,64,-24.687,0.992922,,output/trajectory_38.pdb,0
65,65,-24.7008,0.992386,,output/trajectory_38.pdb,0
66,66,-24.736,0.991849,,output/trajectory_38.pdb,0
67,67,-24.7139,0.992306,,output/trajectory_38.pdb,0
68,68,-24.7211,0.99458,,output/trajectory_38.pdb,0
69,69,-24.7103,0.994207,,output/trajectory_38.pdb,0
70,70,-24.7392,0.995397,,output/trajectory_38.pdb,0
71,71,-24.7235,0.995258,,output/trajectory_38.pdb,0
72,72,-24.6732,0.995187,,output/trajectory_38.pdb,0
73,73,-24.6819,0.996415,,output/trajectory_38.pdb,0
74,74,-24.6754,0.994883,,output/trajectory_38.pdb,0
75,75,-24.6923,0.996508,,output/trajectory_38.pdb,0
76,76,-24.6817,0.993164,,output/trajectory_38.pdb,0
77,77,-24.6215,0.994319,,output/trajectory_38.pdb,0
78,78,-24.6912,0.993419,,output/trajectory_38.pdb,0
79,79,-24.634,0.994843,,output/trajectory_38.pdb,0
80,80,-24.6968,0.994332,,output/trajectory_38.pdb,0
81,81,-24.623,0.995125,,output/trajectory_38.pdb,0
82,82,-24.6609,0.994843,,output/trajectory_38.pdb,0
83,83,-24.7119,0.994332,,output/trajectory_38.pdb,0
84,84,-24.6956,0.994143,,output/trajectory_38.pdb,0
85,85,-24.6771,0.995891,,output/trajectory_38.pdb,0
86,86,-24.6206,0.996706,,output/trajectory_38.pdb,0
87,87,-24.6348,0.996262,,output/trajectory_38.pdb,0
88,88,-24.6463,0.995889,,output/trajectory_38.pdb,0
89,89,-24.6449,0.995242,,output/trajectory_38.pdb,0
90,90,-24.6673,0.995614,,output/trajectory_38.pdb,0
91,91,-24.6568,0.99692,,output/trajectory_38.pdb,0
92,92,-24.6171,0.996713,,output/trajectory_38.pdb,0
93,93,-24.6434,0.996314,,output/trajectory_38.pdb,0
94,94,-24.6746,0.996566,,output/trajectory_38.pdb,0
95,95,-24.6701,0.996855,,output/trajectory_38.pdb,0
96,96,-24.5945,0.995522,,output/trajectory_38.pdb,-
97,97,-24.5818,0.995176,,output/trajectory_38.pdb,-
98,98,-24.5762,0.996639,,output/trajectory_38.pdb,-
99,99,-24.681,0.995105,,output/trajectory_38.pdb,0
100,100,-24.6782,0.996411,,output/trajectory_38.pdb,0
0,0,-19.0793,1.0,,output/trajectory_39.pdb,-
1,1,-24.595,0.997624,,output/trajectory_39.pdb,-
2,2,-24.673,0.998371,,output/trajectory_39.pdb,0
3,3,-24.6607,0.99494,,output/trajectory_39.pdb,0
4,4,-24.6186,0.998395,,output/trajectory_39.pdb,0
6,5,-24.5799,0.99885,,output/trajectory_39.pdb,-
7,6,-24.6367,0.998693,,output/trajectory_39.pdb,0
8,7,-24.6503,0.999403,,output/trajectory_39.pdb,0
9,8,-24.751,0.997939,,output/trajectory_39.pdb,0
10,9,-24.8699,0.997583,,output/trajectory_39.pdb,0
11,10,-24.8564,0.99911,,output/trajectory_39.pdb,0
12,11,-24.8633,0.999012,,output/trajectory_39.pdb,0
13,12,-24.8219,0.998578,,output/trajectory_39.pdb,0
14,13,-24.8785,0.994579,,output/trajectory_39.pdb,0
15,14,-24.8416,0.993612,,output/trajectory_39.pdb,0
16,15,-24.7938,0.995098,,output/trajectory_39.pdb,0
17,16,-24.8144,0.996928,,output/trajectory_39.pdb,0
18,17,-24.8586,0.996111,,output/trajectory_39.pdb,0
19,18,-24.8015,0.995876,,output/trajectory_39.pdb,0
20,19,-24.7892,0.996343,,output/trajectory_39.pdb,0
21,20,-24.8112,0.994986,,output/trajectory_39.pdb,0
22,21,-24.7962,0.996053,,output/trajectory_39.pdb,0
23,22,-24.7484,0.995839,,output/trajectory_39.pdb,0
24,23,-24.806,0.995421,,output/trajectory_39.pdb,0
25,24,-24.768,0.996365,,output/trajectory_39.pdb,0
26,25,-24.7563,0.996479,,output/trajectory_39.pdb,0
27,26,-24.7739,0.996107,,output/trajectory_39.pdb,0
28,27,-24.7564,0.997546,,output/trajectory_39.pdb,0
29,28,-24.7517,0.999031,,output/trajectory_39.pdb,0
30,29,-24.7264,0.995086,,output/trajectory_39.pdb,0
31,30,-24.8189,0.996001,,output/trajectory_39.pdb,0
32,31,-24.7898,1.00325,,output/trajectory_39.pdb,0
33,32,-24.7482,0.996796,,output/trajectory_39.pdb,0
34,33,-24.76,0.997739,,output/trajectory_39.pdb,0
35,34,-24.7342,0.998521,,output/trajectory_39.pdb,0
36,35,-24.703,0.999697,,output/trajectory_39.pdb,0
37,36,-24.6872,1.0004,,output/trajectory_39.pdb,0
38,37,-24.7206,1.0028,,output/trajectory_39.pdb,0
39,38,-24.7291,1.00274,,output/trajectory_39.pdb,0
40,39,-24.7779,1.00208,,output/trajectory_39.pdb,0
41,40,-24.7778,1.00208,,output/trajectory_39.pdb,0
42,41,-24.7372,1.0021,,output/trajectory_39.pdb,0
43,42,-24.7294,1.00443,,output/trajectory_39.pdb,0
44,43,-24.6878,1.00301,,output/trajectory_39.pdb,0
45,44,-24.8882,0.998568,,output/trajectory_39.pdb,0
46,45,-24.8364,0.998382,,output/trajectory_39.pdb,0
47,46,-24.8427,0.997592,,output/trajectory_39.pdb,0
48,47,-24.8175,0.998246,,output/trajectory_39.pdb,0
49,48,-24.8176,0.998246,,output/trajectory_39.pdb,0
50,49,-24.9659,0.994244,,output/trajectory_39.pdb,0
51,50,-24.9353,0.997409,,output/trajectory_39.pdb,0
53,51,-24.9292,0.997502,,output/trajectory_39.pdb,0
54,52,-24.9292,0.997502,,output/trajectory_39.pdb,0
55,53,-24.9292,0.997502,,output/trajectory_39.pdb,0
56,54,-24.8369,0.999606,,output/trajectory_39.pdb,0
57,55,-24.7658,1.00249,,output/trajectory_39.pdb,0
58,56,-24.7538,1.00023,,output/trajectory_39.pdb,0
59,57,-24.7231,1.00174,,output/trajectory_39.pdb,0
60,58,-24.7013,0.999711,,output/trajectory_39.pdb,0
61,59,-24.7598,1.0029,,output/trajectory_39.pdb,0
62,60,-24.7619,1.00446,,output/trajectory_39.pdb,0
63,61,-24.7545,1.00378,,output/trajectory_39.pdb,0
64,62,-24.7697,1.00283,,output/trajectory_39.pdb,0
65,63,-24.7297,1.00327,,output/trajectory_39.pdb,0
66,64,-24.7603,1.0025,,output/trajectory_39.pdb,0
67,65,-24.7518,1.0025,,output/trajectory_39.pdb,0
68,66,-24.7518,1.0025,,output/trajectory_39.pdb,0
69,67,-24.7883,1.00359,,output/trajectory_39.pdb,0
70,68,-24.7989,1.00306,,output/trajectory_39.pdb,0
71,69,-24.7606,1.0039,,output/trajectory_39.pdb,0
72,70,-24.7642,1.00244,,output/trajectory_39.pdb,0
73,71,-24.7468,1.0035,,output/trajectory_39.pdb,0
74,72,-24.7723,1.0035,,output/trajectory_39.pdb,0
75,73,-24.7409,1.00321,,output/trajectory_39.pdb,0
76,74,-24.6913,1.00353,,output/trajectory_39.pdb,0
77,75,-24.7056,1.00416,,output/trajectory_39.pdb,0
78,76,-24.7941,1.00201,,output/trajectory_39.pdb,0
79,77,-24.7921,1.0024,,output/trajectory_39.pdb,0
80,78,-24.7825,1.00358,,output/trajectory_39.pdb,0
81,79,-24.758,1.00296,,output/trajectory_39.pdb,0
82,80,-24.702,0.999547,,output/trajectory_39.pdb,0
83,81,-24.7163,1.0032,,output/trajectory_39.pdb,0
84,82,-24.6317,1.0025,,output/trajectory_39.pdb,0
85,83,-24.6451,1.00402,,output/trajectory_39.pdb,0
86,84,-24.5668,1.00378,,output/trajectory_39.pdb,-
87,85,-24.5935,1.0046,,output/trajectory_39.pdb,-
88,86,-24.6051,1.00504,,output/trajectory_39.pdb,-
89,87,-24.6051,1.00504,,output/trajectory_39.pdb,-
90,88,-24.6051,1.00504,,output/trajectory_39.pdb,-
91,89,-24.6459,1.00165,,output/trajectory_39.pdb,0
92,90,-24.6422,1.0026,,output/trajectory_39.pdb,0
93,91,-24.5971,0.997816,,output/trajectory_39.pdb,-
94,92,-24.5057,0.99915,,output/trajectory_39.pdb,-
95,93,-24.5024,0.999473,,output/trajectory_39.pdb,-
96,94,-24.515,0.999571,,output/trajectory_39.pdb,-
97,95,-24.4814,0.999007,,output/trajectory_39.pdb,-
98,96,-24.4888,0.9955,,output/trajectory_39.pdb,-
99,97,-24.5276,0.998447,,output/trajectory_39.pdb,-
100,98,-24.5284,0.9976,,output/trajectory_39.pdb,-
0,0,-19.0793,1.0,,output/trajectory_40.pdb,-
1,1,-24.595,0.997624,,output/trajectory_40.pdb,-
2,2,-24.4692,0.996107,,output/trajectory_40.pdb,-
3,3,-24.5028,0.995999,,output/trajectory_40.pdb,-
4,4,-24.3562,0.998701,,output/trajectory_40.pdb,-
5,5,-24.4407,0.997101,,output/trajectory_40.pdb,-
6,6,-24.3896,0.997452,,output/trajectory_40.pdb,-
7,7,-24.5825,0.993547,,output/trajectory_40.pdb,-
8,8,-24.5719,0.994824,,output/trajectory_40.pdb,-
9,9,-24.5805,0.994055,,output/trajectory_40.pdb,-
10,10,-24.5718,0.994662,,output/trajectory_40.pdb,-
11,11,-24.6175,0.995407,,output/trajectory_40.pdb,0
12,12,-24.6117,0.994697,,output/trajectory_40.pdb,-
13,13,-24.6294,0.994697,,output/trajectory_40.pdb,0
14,14,-24.6294,0.994697,,output/trajectory_40.pdb,0
15,15,-24.6294,0.994697,,output/trajectory_40.pdb,0
16,16,-24.567,0.996026,,output/trajectory_40.pdb,-
17,17,-24.5985,0.995864,,output/trajectory_40.pdb,-
18,18,-24.6499,0.995172,,output/trajectory_40.pdb,0
19,19,-24.6835,0.994585,,output/trajectory_40.pdb,0
20,20,-24.6637,0.995178,,output/trajectory_40.pdb,0
21,21,-24.6629,0.994197,,output/trajectory_40.pdb,0
22,22,-24.6497,0.99476,,output/trajectory_40.pdb,0
23,23,-24.6842,0.99513,,output/trajectory_40.pdb,0
24,24,-24.6765,0.994268,,output/trajectory_40.pdb,0
25,25,-24.6765,0.994268,,output/trajectory_40.pdb,0
26,26,-24.6765,0.994268,,output/trajectory_40.pdb,0
27,27,-24.6765,0.994268,,output/trajectory_40.pdb,0
28,28,-24.6765,0.994268,,output/trajectory_40.pdb,0
29,29,-24.6859,0.994333,,output/trajectory_40.pdb,0
30,30,-24.6925,0.993633,,output/trajectory_40.pdb,0
31,31,-24.6718,0.994388,,output/trajectory_40.pdb,0
32,32,-24.716,0.995235,,output/trajectory_40.pdb,0
33,33,-24.7222,0.99433,,output/trajectory_40.pdb,0
34,34,-24.7095,0.995384,,output/trajectory_40.pdb,0
35,35,-24.7074,0.996521,,output/trajectory_40.pdb,0
36,36,-24.7691,0.997642,,output/trajectory_40.pdb,0
37,37,-24.7086,0.995325,,output/trajectory_40.pdb,0
38,38,-24.7033,0.996855,,output/trajectory_40.pdb,0
39,39,-24.8253,0.99599,,output/trajectory_40.pdb,0
40,40,-24.7168,0.994166,,output/trajectory_40.pdb,0
41,41,-24.6357,0.995575,,output/trajectory_40.pdb,0
42,42,-24.729,0.995019,,output/trajectory_40.pdb,0
43,43,-24.7149,0.994575,,output/trajectory_40.pdb,0
44,44,-24.7025,0.994947,,output/trajectory_40.pdb,0
45,45,-24.7349,0.99532,,output/trajectory_40.pdb,0
46,46,-24.7046,0.99532,,output/trajectory_40.pdb,0
47,47,-24.7245,0.99532,,output/trajectory_40.pdb,0
48,48,-24.7244,0.99532,,output/trajectory_40.pdb,0
49,49,-24.6782,0.99597,,output/trajectory_40.pdb,0
50,50,-24.6882,0.994996,,output/trajectory_40.pdb,0
51,51,-24.6555,0.995668,,output/trajectory_40.pdb,0
52,52,-24.6296,0.994564,,output/trajectory_40.pdb,0
53,53,-24.6749,0.994333,,output/trajectory_40.pdb,0
54,54,-24.6866,0.994002,,output/trajectory_40.pdb,0
55,55,-24.6784,0.995165,,output/trajectory_40.pdb,0
56,56,-24.7063,0.994005,,output/trajectory_40.pdb,0
57,57,-24.6757,0.994371,,output/trajectory_40.pdb,0
58,58,-24.6519,0.996747,,output/trajectory_40.pdb,0
59,59,-24.6062,0.995979,,output/trajectory_40.pdb,-
60,60,-24.609,0.995088,,output/trajectory_40.pdb,-
61,61,-24.6716,0.994319,,output/trajectory_40.pdb,0
62,62,-24.7262,0.993486,,output/trajectory_40.pdb,0
63,63,-24.706,0.994183,,output/trajectory_40.pdb,0
64,64,-24.7078,0.994224,,output/trajectory_40.pdb,0
65,65,-24.7093,0.993628,,output/trajectory_40.pdb,0
66,66,-24.7188,0.993915,,output/trajectory_40.pdb,0
67,67,-24.6537,0.99508,,output/trajectory_40.pdb,0
68,68,-24.6696,0.994241,,output/trajectory_40.pdb,0
69,69,-24.6511,0.992946,,output/trajectory_40.pdb,0
70,70,-24.7551,0.99408,,output/trajectory_40.pdb,0
71,71,-24.759,0.99436,,output/trajectory_40.pdb,0
72,72,-24.7769,0.994995,,output/trajectory_40.pdb,0
73,73,-24.7736,0.994577,,output/trajectory_40.pdb,0
74,74,-24.7673,0.99459,,output/trajectory_40.pdb,0
75,75,-24.8141,0.995033,,output/trajectory_40.pdb,0
76,76,-24.8111,0.994306,,output/trajectory_40.pdb,0
77,77,-24.8008,0.994916,,output/trajectory_40.pdb,0
78,78,-24.79,0.994054,,output/trajectory_40.pdb,0
79,79,-24.7794,0.995101,,output/trajectory_40.pdb,0
80,80,-24.8474,0.99384,,output/trajectory_40.pdb,0
81,81,-24.8173,0.996636,,output/trajectory_40.pdb,0
82,82,-24.8187,0.995774,,output/trajectory_40.pdb,0
83,83,-24.8457,0.994957,,output/trajectory_40.pdb,0
84,84,-24.7707,0.994478,,output/trajectory_40.pdb,0
85,85,-24.7487,0.995929,,output/trajectory_40.pdb,0
86,86,-24.7253,0.995231,,output/trajectory_40.pdb,0
87,87,-24.8293,0.99571,,output/trajectory_40.pdb,0
